id,title,budget,revenue,runtime,popularity,vote_average,vote_count,release_date,genres
9655,She's the Man,20000000,57194667,105,9.5112,6.811,3325,2006-03-17,"Comedy, Romance"
337339,The Fate of the Furious,250000000,1236000000,136,8.2753,6.854,10879,2017-04-12,"Action, Crime, Thriller"
50620,The Twilight Saga: Breaking Dawn - Part 2,120000000,829747654,115,12.0915,6.454,9426,2012-11-13,"Fantasy, Drama, Romance"
9659,Mad Max,350000,100000000,91,8.1116,6.7,5017,1979-04-12,"Action, Thriller, Science Fiction"
83389,From Up on Poppy Hill,22000000,61037844,91,5.912,7.527,1965,2011-07-16,"Animation, Drama"
91586,Insidious: Chapter 2,5000000,161921515,106,8.0944,6.684,4623,2013-09-12,"Horror, Thriller"
1487,Hellboy,66000000,99318987,122,6.8727,6.676,7501,2004-04-02,"Fantasy, Action"
411088,The Invisible Guest,4000000,30000000,107,12.2968,8.079,5050,2017-01-06,"Drama, Mystery, Thriller"
9679,Gone in Sixty Seconds,90000000,237200000,118,6.8767,6.47,4931,2000-06-09,"Action, Crime, Thriller"
402900,Ocean's Eight,70000000,297718711,111,9.54,6.952,8859,2018-06-07,"Crime, Comedy, Action"
50646,"Crazy, Stupid, Love.",50000000,145079584,118,10.7047,7.275,9368,2011-07-29,"Comedy, Drama, Romance"
1495,Kingdom of Heaven,130000000,218366336,144,16.972,7.1,5071,2005-05-03,"Drama, Action, Adventure, History, War"
9702,Bound by Honor,35000000,4500000,190,9.311,8.192,1580,1993-02-05,"Crime, Drama, Thriller"
573435,Bad Boys: Ride or Die,100000000,404547819,116,15.6458,7.32,3393,2024-06-05,"Action, Comedy, Crime"
9714,Home Alone 3,32000000,79082515,102,6.953,5.286,3317,1997-12-12,"Comedy, Family"
337404,Cruella,200000000,233503234,134,15.9057,7.972,10158,2021-05-26,"Comedy, Crime, Drama"
370172,No Time to Die,250000000,774153024,163,13.7397,7.337,7217,2021-09-29,"Action, Thriller, Adventure"
476669,The King's Man,100000000,125897478,131,10.7856,6.712,5108,2021-12-22,"Action, Adventure, Thriller"
1538,Collateral,65000000,220239925,120,7.6773,7.245,6343,2004-08-04,"Drama, Crime, Thriller"
1541,Thelma & Louise,16000000,45361000,130,6.3529,7.603,3918,1991-05-24,"Drama, Crime, Adventure"
17927,Fired Up!,20000000,18599102,91,5.9194,6.129,699,2009-02-20,Comedy
9737,Bad Boys,19000000,141407024,119,9.2553,6.833,7025,1995-04-07,"Action, Comedy, Crime, Thriller"
9738,Fantastic Four,100000000,333535934,106,9.9605,5.807,10067,2005-06-29,"Action, Fantasy, Science Fiction"
9741,Unbreakable,75000000,248118121,106,8.0525,7.144,10000,2000-11-22,"Thriller, Drama, Mystery"
99861,Avengers: Age of Ultron,235000000,1405403694,141,28.907,7.275,24630,2015-04-22,"Action, Adventure, Science Fiction"
796185,The Three Musketeers: D'Artagnan,27500000,31843086,121,10.9514,6.919,1424,2023-04-05,"Adventure, Action, Drama, History"
9757,Norbit,10000000,159814490,102,9.2359,5.727,2656,2007-02-08,Comedy
1571,Live Free or Die Hard,110000000,383531464,128,8.0829,6.644,6410,2007-06-20,"Action, Thriller"
9763,Goal!,10000000,27610873,118,6.9678,6.787,1225,2005-09-29,Drama
1573,Die Hard 2,70000000,240031094,124,10.7289,6.973,6469,1990-07-03,"Action, Thriller"
812583,Wake Up Dead Man: A Knives Out Mystery,210000000,4000000,145,15.381,7.214,2658,2025-11-26,"Thriller, Mystery, Comedy"
198184,Chappie,49000000,104399548,120,11.1892,6.79,8544,2015-03-04,"Crime, Action, Science Fiction"
9769,Lolita,62000000,1100000,137,17.3415,7.109,1991,1997-09-27,Drama
1578,Raging Bull,18000000,23380203,129,5.4182,7.9,4811,1980-11-14,"Drama, History"
1579,Apocalypto,40000000,120654337,138,14.7502,7.653,6503,2006-12-07,"Action, Drama, History"
1581,The Holiday,85000000,205233866,136,7.447,7.102,5677,2006-12-05,"Comedy, Romance"
181808,Star Wars: The Last Jedi,300000000,1334407706,152,25.4688,6.7,16458,2017-12-13,"Adventure, Action, Science Fiction"
1584,The School of Rock,35000000,131098967,110,9.6484,7.087,6248,2003-10-03,"Comedy, Family, Music"
1592,Primal Fear,30000000,102616183,130,8.1469,7.7,4019,1996-04-03,"Crime, Drama, Thriller"
1593,Night at the Museum,110000000,574480841,108,9.0236,6.6,11045,2006-12-20,"Fantasy, Family, Comedy"
1598,Cape Fear,35000000,182300000,128,7.0889,7.265,3937,1991-11-13,"Drama, Crime, Thriller"
9792,The Hills Have Eyes,15000000,69623713,107,8.8468,6.479,3396,2006-03-10,"Horror, Thriller"
9798,Enemy of the State,90000000,250649836,132,8.7738,7.074,4319,1998-11-20,"Action, Drama, Thriller"
1607,A Bronx Tale,22000000,17287898,121,7.1055,7.892,2920,1993-10-01,"Drama, Crime"
9801,Bridget Jones: The Edge of Reason,40000000,265126918,108,7.1076,6.227,3051,2004-11-10,"Comedy, Romance"
9802,The Rock,75000000,335062621,137,9.8683,7.152,5253,1996-06-07,"Action, Adventure, Thriller"
9804,Waterworld,175000000,264218220,135,7.4679,6.241,4134,1995-07-28,"Adventure, Action, Science Fiction"
83533,Avatar: Fire and Ash,350000000,1490477656,198,120.1107,7.641,3895,2025-12-17,"Science Fiction, Adventure, Fantasy"
9806,The Incredibles,92000000,631442092,115,17.3134,7.728,19047,2004-10-27,"Action, Adventure, Animation, Family"
1620,Hitman,24000000,101276318,89,5.2463,6.166,3698,2007-11-21,"Action, Thriller, Drama"
1621,Trading Places,15000000,90404800,116,10.9581,7.234,3697,1983-06-07,Comedy
1630,The People vs. Larry Flynt,36000000,20300385,130,6.2891,6.96,1272,1996-12-25,Drama
1635,The Island,126000000,162949164,136,8.2512,6.698,5934,2005-07-21,"Action, Thriller, Science Fiction"
616037,Thor: Love and Thunder,250000000,760928081,119,17.6675,6.368,8678,2022-07-06,"Fantasy, Action, Comedy"
419430,Get Out,4500000,255407969,104,15.0426,7.624,19057,2017-02-24,"Mystery, Thriller, Horror"
1637,Speed,30000000,350448145,116,8.0709,7.157,6914,1994-06-09,"Action, Thriller"
1640,Crash,6500000,98400000,112,6.7481,7.218,3918,2005-05-06,Drama
9833,The Phantom of the Opera,70000000,154674241,141,7.441,7.27,1793,2004-12-08,"Thriller, Drama, Romance"
9837,The Prince of Egypt,70000000,218613188,99,9.7143,7.316,4353,1998-12-16,"Adventure, Animation, Drama, Family"
1645,A Time to Kill,40000000,152266007,149,6.9426,7.392,3014,1996-07-24,"Crime, Drama, Thriller"
1654,The Dirty Dozen,5400000,45300000,149,8.0694,7.593,1339,1967-06-15,"Action, Adventure, War"
1656,The Legend of Zorro,75000000,142400065,130,6.0274,6.126,3124,2005-10-24,"Action, Adventure, Western"
181886,Enemy,3500000,3396726,91,6.3455,6.843,6496,2014-03-14,"Thriller, Mystery"
1669,The Hunt for Red October,30000000,200512643,135,9.4204,7.4,3661,1990-03-02,"Action, Thriller"
870028,The Accountant²,80000000,103223366,133,13.2581,7.082,1837,2025-04-23,"Mystery, Crime, Thriller"
1678,Godzilla,60000,2250000,96,7.1595,7.6,1122,1954-11-03,"Thriller, Horror, Science Fiction"
206487,Predestination,5500000,4942449,98,8.4146,7.415,7166,2014-08-28,"Science Fiction, Thriller"
157336,Interstellar,165000000,746606706,169,74.561,8.483,40395,2014-11-05,"Adventure, Drama, Science Fiction"
9880,The Princess Diaries,37000000,165335153,115,9.091,6.96,5302,2001-08-03,"Comedy, Family, Romance"
280217,The Lego Movie 2: The Second Part,99000000,199603202,107,6.3529,6.656,2457,2019-02-06,"Action, Adventure, Animation, Comedy, Family"
9889,Shallow Hal,40000000,141069860,114,5.5065,6.2,3198,2001-11-01,"Comedy, Drama, Fantasy, Romance"
1328803,Prisoner of War,2000000,94700000,113,8.1916,7.143,196,2025-09-19,"Action, War, Thriller, History"
1700,Misery,20000000,61300000,107,7.6662,7.754,5301,1990-11-30,"Drama, Thriller"
1701,Con Air,75000000,224012234,116,10.5936,6.786,4765,1997-06-05,"Action, Thriller, Crime"
157350,Divergent,85000000,288885818,140,9.71,6.904,13570,2014-03-14,"Action, Adventure, Science Fiction"
460458,Resident Evil: Welcome to Raccoon City,25000000,41914915,107,9.429,5.928,2733,2021-11-24,"Action, Horror, Science Fiction"
648878,Eddington,25000000,13738227,148,7.1897,6.452,858,2025-07-16,"Western, Comedy, Crime"
460465,Mortal Kombat,20000000,84426031,110,16.1463,7.053,6888,2021-04-07,"Action, Fantasy, Adventure"
1582770,Dhurandhar: The Revenge,14330000,152900759,229,9.7248,7.345,129,2026-03-18,"Action, Crime, Thriller"
9907,Barnyard,51000000,116755080,90,5.9707,5.946,1201,2006-08-04,"Animation, Comedy, Family"
1724,The Incredible Hulk,150000000,264770996,114,18.9242,6.249,12830,2008-06-12,"Science Fiction, Action, Adventure"
1726,Iron Man,140000000,585174222,126,24.0232,7.663,28357,2008-04-30,"Action, Science Fiction, Adventure"
9919,How to Lose a Guy in 10 Days,50000000,177500000,116,8.9224,6.87,4521,2003-02-07,"Comedy, Romance"
1729,The Forbidden Kingdom,55000000,127906624,104,6.9954,6.639,1940,2008-04-17,"Action, Adventure, Fantasy"
1734,The Mummy Returns,98000000,443280904,130,14.0615,6.41,7770,2001-05-04,"Adventure, Action, Fantasy"
1735,The Mummy: Tomb of the Dragon Emperor,145000000,403449830,112,10.3746,5.52,4858,2008-07-01,"Adventure, Action, Fantasy"
9928,Robots,75000000,262511490,90,8.4982,6.488,4964,2005-03-10,"Animation, Comedy, Family, Science Fiction"
100042,Dumb and Dumber To,40000000,169837010,110,7.1419,5.57,3451,2014-11-12,Comedy
222935,The Fault in Our Stars,14000000,307166834,126,11.6225,7.592,11616,2014-06-02,"Romance, Drama"
214756,Ted 2,68000000,215863606,115,15.5372,6.325,8059,2015-06-25,"Comedy, Fantasy"
321258,The Boy,10000000,73929392,98,6.6687,5.975,3980,2016-01-22,"Horror, Mystery, Thriller"
1771,Captain America: The First Avenger,140000000,370569774,124,12.7716,7.009,22886,2011-07-22,"Action, Adventure, Science Fiction"
34544,The A-Team,110000000,177238796,117,6.745,6.42,5043,2010-06-09,"Action, Comedy, Crime"
1304313,Lee Cronin's The Mummy,22000000,90552113,133,105.4796,7.96,2317,2026-04-15,"Horror, Mystery"
141052,Justice League,300000000,661326987,120,12.9104,6.07,13763,2017-11-15,"Action, Adventure, Science Fiction"
9982,Chicken Little,150000000,314400000,81,8.837,5.916,4198,2005-11-04,"Animation, Family, Comedy"
1791,The Piano Teacher,6200000,6766708,131,7.6495,7.259,1294,2001-09-05,"Drama, Romance"
1813,The Devil's Advocate,57000000,153000000,144,10.7424,7.479,6883,1997-10-17,"Horror, Drama, Mystery"
26389,From Paris with Love,52000000,52800000,92,7.5588,6.422,2372,2010-02-04,"Action, Crime, Thriller"
34584,The NeverEnding Story,27000000,20158808,101,6.8661,7.223,4425,1984-04-06,"Adventure, Fantasy, Family"
10009,Brother Bear,128000000,250397798,85,8.132,7.282,5807,2003-10-23,"Adventure, Animation, Family"
10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,30000121,87,6.2871,5.779,2136,1985-11-01,Horror
10015,Heartbreak Ridge,15000000,42700000,130,7.3149,6.899,1137,1986-12-05,"War, Drama"
575264,Mission: Impossible - Dead Reckoning Part One,220000000,571125435,164,14.1331,7.504,5213,2023-07-08,"Action, Adventure, Thriller"
575265,Mission: Impossible - The Final Reckoning,400000000,598767057,170,30.6872,7.172,2966,2025-05-17,"Action, Thriller, Adventure"
10020,Beauty and the Beast,25000000,424967620,84,15.0551,7.727,10762,1991-10-22,"Romance, Family, Animation, Fantasy"
10024,My Sister's Keeper,30000000,95714875,109,6.8547,7.37,2266,2009-06-26,Drama
1835,"Farewell, My Lovely",2500000,2000000,95,6.2686,6.643,185,1975-08-08,"Crime, Mystery, Thriller, Drama"
1140535,Presence,2000000,11069405,84,6.835,6.113,769,2025-01-17,"Drama, Horror, Thriller"
673593,Mean Girls,36000000,104970953,113,6.5937,5.877,739,2024-01-10,Comedy
18239,The Twilight Saga: New Moon,50000000,709827462,131,9.8298,5.989,9808,2009-11-18,"Adventure, Fantasy, Drama, Romance"
18240,The Proposal,40000000,317400000,108,14.2072,7.175,7634,2009-06-02,"Comedy, Romance, Drama"
1865,Pirates of the Caribbean: On Stranger Tides,379000000,1046721266,136,16.1988,6.572,15071,2011-05-15,"Adventure, Action, Fantasy"
10066,House of Wax,40000000,68766121,113,9.6696,6.037,3392,2005-05-05,"Horror, Thriller, Mystery"
345940,The Meg,150000000,530517320,113,15.5424,6.252,8259,2018-08-09,"Action, Science Fiction, Horror"
10068,Nine 1/2 Weeks,17000000,6740470,117,7.2652,6.123,1144,1986-02-09,"Drama, Romance"
1878,Fear and Loathing in Las Vegas,18500000,10700000,118,6.0068,7.203,5074,1998-05-22,"Adventure, Drama, Comedy"
75612,Oblivion,120000000,286168572,124,9.5192,6.685,11620,2013-04-10,"Action, Science Fiction, Adventure, Mystery"
1885,The Karate Kid,8000000,91138075,127,7.9623,7.228,4769,1984-06-22,"Action, Drama, Family"
419680,Daddy's Home 2,69000000,180613180,100,6.5217,6.308,2756,2017-11-09,Comedy
1891,The Empire Strikes Back,18000000,538400000,124,17.7731,8.392,18580,1980-05-20,"Adventure, Action, Science Fiction"
1892,Return of the Jedi,32350000,572700000,132,12.8541,7.91,17074,1983-05-25,"Adventure, Action, Science Fiction"
1893,Star Wars: Episode I - The Phantom Menace,115000000,1046515409,136,14.1661,6.582,15981,1999-05-19,"Adventure, Action, Science Fiction"
1894,Star Wars: Episode II - Attack of the Clones,120000000,649398328,142,10.9123,6.597,14481,2002-05-15,"Adventure, Action, Science Fiction"
1895,Star Wars: Episode III - Revenge of the Sith,113000000,850000000,140,13.6868,7.472,15080,2005-05-17,"Adventure, Action, Science Fiction"
10096,13 Going on 30,37000000,96458118,98,7.4863,6.777,5584,2004-04-13,"Comedy, Fantasy, Romance"
1913,The Sea Inside,12806000,43731621,126,10.9911,7.562,1030,2004-09-03,Drama
10112,The Aristocats,4000000,191000000,78,8.7557,7.304,5407,1970-12-24,"Animation, Comedy, Family, Adventure"
1923,Twin Peaks: Fire Walk with Me,10000000,4237427,135,5.9837,7.4,2298,1992-06-03,"Drama, Mystery, Horror"
75656,Now You See Me,75000000,351723989,116,13.5062,7.329,16920,2013-05-29,"Thriller, Crime"
1288072,Keeper,6000000,6223404,99,6.9725,5.7,293,2025-11-12,"Horror, Mystery"
1930,The Amazing Spider-Man,215000000,758725893,136,28.4553,6.742,18693,2012-06-23,"Action, Adventure, Science Fiction"
1933,The Others,17000000,210002906,101,9.4898,7.616,7270,2001-08-02,"Horror, Mystery, Thriller"
10137,Stuart Little,133000000,300135367,84,6.3062,6.081,4694,1999-12-17,"Family, Fantasy, Comedy, Adventure"
92060,Michael Jackson's Thriller,500000,76000000,14,7.5532,8.3,778,1983-11-21,"Horror, Music, Thriller"
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,415686217,113,7.432,6.443,5949,2010-12-02,"Adventure, Family, Fantasy"
1948,Crank,12000000,42900000,88,6.0266,6.666,4262,2006-08-31,"Action, Thriller, Crime"
1955,The Elephant Man,5000000,26000000,124,6.4615,8.0,3977,1980-10-09,"Drama, History"
1966,Alexander,155000000,167298192,176,9.0181,5.958,3545,2004-11-21,"War, History, Action, Adventure, Drama, Romance"
18360,Night at the Museum: Battle of the Smithsonian,150000000,413106170,105,7.9814,6.157,7346,2009-05-20,"Adventure, Fantasy, Action, Comedy, Family"
1979,Fantastic Four: Rise of the Silver Surfer,130000000,301913131,92,7.5891,5.632,8467,2007-06-13,"Science Fiction, Adventure, Action"
1991,Death Proof,25000000,31126421,113,6.3201,6.836,5685,2007-05-22,"Action, Thriller"
10184,He's Just Not That Into You,40000000,178866158,129,7.2615,6.623,4076,2009-02-06,"Comedy, Romance, Drama"
1995,Lara Croft: Tomb Raider,115000000,274703340,100,6.9907,5.917,6575,2001-06-15,"Adventure, Action, Fantasy"
10191,How to Train Your Dragon,165000000,495141736,98,15.9423,7.864,14507,2010-03-18,"Fantasy, Adventure, Animation, Family"
10192,Shrek Forever After,165000000,752600867,93,10.7987,6.407,8030,2010-05-20,"Comedy, Adventure, Fantasy, Animation, Family"
10193,Toy Story 3,200000000,1067316101,103,25.6226,7.814,15956,2010-06-16,"Animation, Family, Comedy"
10195,Thor,150000000,449326618,115,18.557,6.771,22488,2011-04-21,"Adventure, Fantasy, Action"
10196,The Last Airbender,150000000,319713881,103,9.1773,4.649,4298,2010-06-30,"Action, Adventure, Fantasy"
845781,Red One,250000000,185700759,124,11.6688,6.975,3089,2024-10-31,"Action, Comedy, Fantasy"
10198,The Princess and the Frog,105000000,270997378,98,14.3155,7.231,6187,2009-12-08,"Animation, Romance, Fantasy, Family"
2005,Sister Act,31000000,231605150,100,7.1911,6.831,3476,1992-05-28,"Music, Comedy"
493529,Dungeons & Dragons: Honor Among Thieves,151000000,208200000,134,13.7756,7.358,4756,2023-03-23,"Adventure, Fantasy, Comedy"
10202,Bedtime Stories,80000000,212874864,99,6.1927,6.153,3004,2008-12-24,"Fantasy, Comedy, Family, Romance"
2019,Hard Target,18000000,74189677,99,6.0701,6.505,1358,1993-04-27,"Action, Thriller, Crime"
18405,The Last House on the Left,15000000,32721635,113,7.2177,6.495,1978,2009-03-13,"Crime, Thriller, Horror, Drama"
2022,Mr. Deeds,50000000,171269565,97,7.3524,5.924,2554,2002-06-28,"Comedy, Romance"
2024,The Patriot,110000000,215294342,165,9.6313,7.211,4391,2000-06-28,"Drama, History, War, Action"
124905,Godzilla,160000000,524978362,123,12.378,6.362,9877,2014-05-14,"Action, Drama, Science Fiction"
116711,Epic,100000000,268426634,102,8.4256,6.566,2967,2013-05-15,"Animation, Adventure, Family, Fantasy"
2034,Training Day,45000000,104900000,122,7.9723,7.528,6683,2001-10-05,"Action, Crime, Drama"
10228,Pokémon: The First Movie,30000000,163644940,96,5.9326,6.967,1600,1998-07-18,"Animation, Family, Adventure, Fantasy, Action"
1083381,Backrooms,10000000,195963464,111,452.7738,7.09,1959,2026-05-27,"Horror, Mystery, Science Fiction"
10229,A Walk to Remember,11800000,47494916,102,6.3469,7.753,4294,2002-01-25,"Drama, Romance"
976893,Perfect Days,14000000,24094016,124,7.7397,7.808,1967,2023-11-10,Drama
2046,The Gift,10000000,12008642,112,7.1979,6.484,1406,2000-12-22,"Horror, Drama, Thriller, Mystery"
34813,The Losers,25000000,23580000,97,6.4804,6.256,2013,2010-04-23,"Action, Adventure, Crime, Mystery, Thriller"
2048,"I, Robot",120000000,347234916,115,10.8093,6.968,12776,2004-07-15,"Action, Science Fiction"
75780,Jack Reacher,60000000,218300000,130,10.0467,6.672,7717,2012-12-20,"Crime, Drama, Thriller, Action"
198663,The Maze Runner,34000000,348319861,113,22.7272,7.191,18250,2014-09-10,"Action, Mystery, Science Fiction, Thriller"
116745,The Secret Life of Walter Mitty,90000000,188133322,114,13.7403,7.227,8344,2013-12-18,"Adventure, Comedy, Drama, Fantasy"
2057,Original Sin,42000000,35402320,116,7.4326,6.144,913,2001-05-08,"Thriller, Drama, Mystery, Romance, History"
2059,National Treasure,100000000,347500000,131,8.1186,6.654,6943,2004-11-19,"Adventure, Action, Mystery"
2062,Ratatouille,150000000,623726000,111,24.4023,7.846,18665,2007-06-28,"Animation, Comedy, Family, Fantasy"
313369,La La Land,30000000,509183536,129,20.3613,7.9,18241,2016-12-01,"Comedy, Drama, Romance"
1083433,I Know What You Did Last Summer,18000000,64808120,111,8.202,5.66,821,2025-07-16,"Horror, Thriller, Mystery"
436270,Black Adam,200000000,393452111,125,19.5962,6.79,7112,2022-10-19,"Action, Adventure, Science Fiction"
428078,Mortal Engines,100000000,83869818,128,8.0214,6.241,5230,2018-11-27,"Adventure, Science Fiction"
59440,Warrior,25000000,23300000,140,6.8826,7.841,5062,2011-09-09,"Drama, Action"
100402,Captain America: The Winter Soldier,170000000,714766572,136,12.2135,7.656,20155,2014-03-20,"Action, Adventure, Science Fiction"
2105,American Pie,11000000,235483004,95,15.5097,6.615,8403,1999-07-09,"Comedy, Romance"
18491,Neon Genesis Evangelion: The End of Evangelion,7500000,26000000,87,14.3772,8.259,1889,1997-07-19,"Animation, Science Fiction, Drama, Fantasy, Action"
2109,Rush Hour,33000000,244721064,97,12.0058,7.084,5755,1998-09-18,"Action, Comedy, Crime"
43074,Ghostbusters,144000000,229147509,117,8.5452,5.343,6827,2016-07-14,"Action, Fantasy, Comedy"
911430,F1,300000000,634142436,156,29.5626,7.816,4297,2025-06-25,"Action, Drama"
2118,L.A. Confidential,35000000,126216940,138,7.1416,7.804,5610,1997-09-19,"Crime, Mystery, Thriller"
2119,Days of Thunder,60000000,157920733,107,6.2701,6.391,1742,1990-06-27,"Adventure, Action, Drama"
10315,Fantastic Mr. Fox,40000000,46471023,87,8.485,7.8,6181,2009-10-14,"Adventure, Animation, Comedy, Family"
321612,Beauty and the Beast,160000000,1266115964,129,14.7874,6.967,16075,2017-03-16,"Family, Fantasy, Romance"
550988,Free Guy,110000000,331526598,115,12.0293,7.4,9946,2021-08-11,"Comedy, Adventure, Science Fiction"
739405,Operation Fortune: Ruse de Guerre,50000000,48983306,114,6.8443,6.468,1991,2023-01-04,"Action, Comedy, Thriller, Adventure"
2123,"Me, Myself & Irene",51000000,149270999,117,5.9992,6.625,4304,2000-06-22,Comedy
10327,"Legally Blonde 2: Red, White & Blonde",45000000,124914842,95,7.7162,5.722,1771,2003-07-02,"Comedy, Romance"
1239134,Bhooth Bangla,14000000,20000000,163,12.0455,5.566,53,2026-04-16,"Horror, Comedy"
10340,Lady and the Tramp,4000000,36359037,76,8.8446,7.13,5686,1955-06-22,"Animation, Family, Romance, Adventure, Comedy"
10358,Zack and Miri Make a Porno,24000000,42105111,102,6.1421,6.345,2698,2008-09-18,"Comedy, Romance"
723072,Host,100000,443807,56,5.7475,6.577,1290,2020-09-10,Horror
329865,Arrival,47000000,203388186,116,16.1931,7.631,19553,2016-11-10,"Drama, Science Fiction, Mystery"
936075,Michael,250000000,1001897734,128,125.8724,8.699,3648,2026-04-22,"Music, Drama"
10386,The Iron Giant,50000000,23300000,86,8.7456,7.962,6251,1999-08-06,"Animation, Drama, Family, Science Fiction"
10393,The Replacements,50000000,50054511,118,6.3328,6.715,1090,2000-08-11,Comedy
10428,Hackers,20000000,7563728,105,6.297,6.383,1502,1995-09-14,"Action, Crime, Thriller, Drama"
395458,Suburbicon,25000000,12751667,105,9.646,5.896,1825,2017-10-26,"Thriller, Crime, Drama, Mystery"
10439,Hocus Pocus,28000000,51663767,96,6.0231,7.041,3324,1993-07-16,"Fantasy, Comedy, Family"
1124566,Sentimental Value,7800000,23883986,133,10.3051,7.448,985,2025-08-20,Drama
1337562,Splitsville,20000000,3487610,105,6.3569,6.314,228,2025-08-21,"Comedy, Romance"
1214684,Kiss of the Spider Woman,34000000,1747220,128,5.4347,6.1,77,2025-10-09,"Romance, Music, Drama, Thriller"
2270,Stardust,70000000,137500000,127,6.6428,7.294,4504,2007-08-10,"Adventure, Fantasy, Romance, Family"
10483,Death Race,45000000,76000000,105,6.8965,6.313,4192,2008-08-22,"Action, Thriller, Science Fiction"
1083637,Kantara - A Legend: Chapter 1,14000000,91000000,165,6.1048,7.182,88,2025-10-01,"Action, Drama, Fantasy"
2294,Jay and Silent Bob Strike Back,22000000,33788161,104,5.9902,6.441,1756,2001-08-22,"Comedy, Adventure, Action"
76025,Shame,6500000,3909002,102,8.2525,6.933,3443,2011-10-02,Drama
346364,It,35000000,719766009,135,10.9627,7.241,20454,2017-09-06,"Horror, Thriller, Drama"
10494,Perfect Blue,830442,2743097,81,12.446,8.303,3263,1998-02-28,"Animation, Thriller"
10501,The Road to El Dorado,95000000,76400000,90,7.4025,7.3,4157,2000-03-31,"Family, Adventure, Animation, Comedy, Fantasy"
1124620,The Monkey,10000000,68871071,97,8.178,6.0,1388,2025-02-10,"Horror, Comedy"
256274,"As Above, So Below",5000000,41898409,93,8.0344,6.748,3900,2014-08-14,"Horror, Thriller"
2322,Sneakers,23000000,105232691,125,6.3573,6.91,1068,1992-09-09,"Comedy, Crime, Drama"
1280282,Gabby's Dollhouse: The Movie,32000000,80322142,98,6.6528,6.901,86,2025-09-13,"Adventure, Animation, Comedy, Family, Fantasy"
10527,Madagascar: Escape 2 Africa,150000000,603900354,89,11.1085,6.528,7493,2008-10-30,"Adventure, Animation, Comedy, Family"
10528,Sherlock Holmes,90000000,524028679,129,10.3517,7.222,14874,2009-12-23,"Action, Adventure, Mystery"
10530,Pocahontas,55000000,346079773,81,7.1831,6.915,6114,1995-06-16,"Adventure, Animation, Family, Romance"
600354,The Father,6000000,21029340,97,6.9669,8.09,3685,2020-12-23,Drama
10545,The Hunchback of Notre Dame,100000000,325300000,91,8.2745,7.1,5403,1996-06-21,"Drama, Animation, Family"
698687,Transformers One,75000000,129408392,104,13.6542,7.979,1682,2024-09-11,"Animation, Science Fiction, Adventure, Family"
158015,The Purge,3000000,91266581,85,7.7421,6.25,8905,2013-05-31,"Science Fiction, Horror, Thriller"
43347,Love & Other Drugs,30000000,102800000,112,9.5273,7.044,5653,2010-11-22,"Drama, Comedy, Romance"
51540,Horrible Bosses,35000000,209838559,98,6.5922,6.574,6863,2011-07-08,"Comedy, Crime"
1272149,Bridget Jones: Mad About the Boy,50000000,140431671,124,6.7352,6.371,556,2025-02-12,"Romance, Comedy, Drama"
10585,Child's Play,9000000,44196684,87,7.398,6.762,3400,1988-11-09,Horror
10591,The Girl Next Door,21000000,31635150,110,10.1497,6.753,4089,2004-04-09,"Comedy, Romance"
18785,The Hangover,35000000,469310836,100,17.3719,7.336,18246,2009-06-02,Comedy
493922,Hereditary,10000000,87796204,128,14.88,7.294,8711,2018-06-07,"Horror, Mystery, Thriller"
10601,Peter Pan,100000000,121975011,113,8.1389,7.131,2787,2003-12-18,"Adventure, Fantasy, Family"
10603,George of the Jungle,55000000,174463257,92,6.0934,5.667,2282,1997-07-15,"Adventure, Comedy, Family, Romance"
149870,The Wind Rises,30000000,117932401,126,7.1634,7.786,3413,2013-07-20,"Animation, Drama, History, Romance"
149871,The Tale of The Princess Kaguya,49300000,24366656,137,6.0183,8.092,2011,2013-11-23,"Animation, Drama, Fantasy"
10625,Mean Girls,17000000,130195052,97,13.319,7.226,9542,2004-04-30,"Drama, Comedy"
18823,Clash of the Titans,125000000,493214993,106,8.5424,5.923,6742,2010-03-26,"Adventure, Fantasy, Action"
190859,American Sniper,58800000,542300000,133,11.6726,7.412,13741,2014-12-25,"War, Action"
10637,Remember the Titans,30000000,136700000,113,5.975,7.66,2997,2000-09-29,Drama
27022,The Sorcerer's Apprentice,150000000,215300000,109,7.2255,6.146,5316,2010-07-13,"Fantasy, Adventure, Action"
2454,The Chronicles of Narnia: Prince Caspian,225000000,419665568,150,8.2574,6.635,6840,2008-05-15,"Adventure, Family, Fantasy"
10647,Pay It Forward,40000000,55707411,122,5.9288,7.39,2043,2000-10-20,Drama
76203,12 Years a Slave,20000000,187000000,134,9.6565,7.93,12074,2013-10-18,"Drama, History"
10674,Mulan,90000000,304320254,88,15.1679,7.9,10536,1998-06-18,"Animation, Family, Adventure"
10681,WALL·E,180000000,521311860,98,28.3687,8.117,20510,2008-06-26,"Animation, Family, Science Fiction"
2493,The Princess Bride,16000000,30900000,99,10.1469,7.7,5172,1987-09-25,"Adventure, Fantasy, Romance, Family, Comedy"
2501,The Bourne Identity,60000000,214034224,119,11.935,7.481,10190,2002-06-14,"Action, Mystery, Thriller"
2502,The Bourne Supremacy,75000000,288500217,108,8.8598,7.333,8236,2004-07-23,"Action, Drama, Thriller"
